pokemon_id,pokemon_name,pokemon_slug,generation,game,sprite_kind,image,sourceUrl
328,trapinch,trapinch,generation-iii,emerald,front_default,pokemon/trapinch/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/328.png
329,vibrava,vibrava,generation-iii,emerald,front_default,pokemon/vibrava/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/329.png
330,flygon,flygon,generation-iii,emerald,front_default,pokemon/flygon/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/330.png
331,cacnea,cacnea,generation-iii,emerald,front_default,pokemon/cacnea/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/331.png
332,cacturne,cacturne,generation-iii,emerald,front_default,pokemon/cacturne/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/332.png
333,swablu,swablu,generation-iii,emerald,front_default,pokemon/swablu/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/333.png
334,altaria,altaria,generation-iii,emerald,front_default,pokemon/altaria/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/334.png
335,zangoose,zangoose,generation-iii,emerald,front_default,pokemon/zangoose/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/335.png
336,seviper,seviper,generation-iii,emerald,front_default,pokemon/seviper/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/336.png
337,lunatone,lunatone,generation-iii,emerald,front_default,pokemon/lunatone/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/337.png
338,solrock,solrock,generation-iii,emerald,front_default,pokemon/solrock/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/338.png
339,barboach,barboach,generation-iii,emerald,front_default,pokemon/barboach/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/339.png
340,whiscash,whiscash,generation-iii,emerald,front_default,pokemon/whiscash/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/340.png
341,corphish,corphish,generation-iii,emerald,front_default,pokemon/corphish/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/341.png
342,crawdaunt,crawdaunt,generation-iii,emerald,front_default,pokemon/crawdaunt/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/342.png
343,baltoy,baltoy,generation-iii,emerald,front_default,pokemon/baltoy/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/343.png
344,claydol,claydol,generation-iii,emerald,front_default,pokemon/claydol/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/344.png
345,lileep,lileep,generation-iii,emerald,front_default,pokemon/lileep/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/345.png
346,cradily,cradily,generation-iii,emerald,front_default,pokemon/cradily/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/346.png
347,anorith,anorith,generation-iii,emerald,front_default,pokemon/anorith/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/347.png
348,armaldo,armaldo,generation-iii,emerald,front_default,pokemon/armaldo/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/348.png
349,feebas,feebas,generation-iii,emerald,front_default,pokemon/feebas/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/349.png
350,milotic,milotic,generation-iii,emerald,front_default,pokemon/milotic/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/350.png
351,castform,castform,generation-iii,emerald,front_default,pokemon/castform/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/351.png
352,kecleon,kecleon,generation-iii,emerald,front_default,pokemon/kecleon/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/352.png
353,shuppet,shuppet,generation-iii,emerald,front_default,pokemon/shuppet/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/353.png
354,banette,banette,generation-iii,emerald,front_default,pokemon/banette/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/354.png
355,duskull,duskull,generation-iii,emerald,front_default,pokemon/duskull/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/355.png
356,dusclops,dusclops,generation-iii,emerald,front_default,pokemon/dusclops/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/356.png
357,tropius,tropius,generation-iii,emerald,front_default,pokemon/tropius/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/357.png
358,chimecho,chimecho,generation-iii,emerald,front_default,pokemon/chimecho/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/358.png
359,absol,absol,generation-iii,emerald,front_default,pokemon/absol/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/359.png
360,wynaut,wynaut,generation-iii,emerald,front_default,pokemon/wynaut/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/360.png
361,snorunt,snorunt,generation-iii,emerald,front_default,pokemon/snorunt/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/361.png
362,glalie,glalie,generation-iii,emerald,front_default,pokemon/glalie/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/362.png
363,spheal,spheal,generation-iii,emerald,front_default,pokemon/spheal/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/363.png
364,sealeo,sealeo,generation-iii,emerald,front_default,pokemon/sealeo/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/364.png
365,walrein,walrein,generation-iii,emerald,front_default,pokemon/walrein/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/365.png
366,clamperl,clamperl,generation-iii,emerald,front_default,pokemon/clamperl/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/366.png
367,huntail,huntail,generation-iii,emerald,front_default,pokemon/huntail/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/367.png
368,gorebyss,gorebyss,generation-iii,emerald,front_default,pokemon/gorebyss/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/368.png
369,relicanth,relicanth,generation-iii,emerald,front_default,pokemon/relicanth/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/369.png
370,luvdisc,luvdisc,generation-iii,emerald,front_default,pokemon/luvdisc/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/370.png
371,bagon,bagon,generation-iii,emerald,front_default,pokemon/bagon/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/371.png
372,shelgon,shelgon,generation-iii,emerald,front_default,pokemon/shelgon/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/372.png
373,salamence,salamence,generation-iii,emerald,front_default,pokemon/salamence/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/373.png
374,beldum,beldum,generation-iii,emerald,front_default,pokemon/beldum/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/374.png
375,metang,metang,generation-iii,emerald,front_default,pokemon/metang/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/375.png
376,metagross,metagross,generation-iii,emerald,front_default,pokemon/metagross/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/376.png
377,regirock,regirock,generation-iii,emerald,front_default,pokemon/regirock/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/377.png
378,regice,regice,generation-iii,emerald,front_default,pokemon/regice/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/378.png
379,registeel,registeel,generation-iii,emerald,front_default,pokemon/registeel/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/379.png
380,latias,latias,generation-iii,emerald,front_default,pokemon/latias/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/380.png
381,latios,latios,generation-iii,emerald,front_default,pokemon/latios/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/381.png
382,kyogre,kyogre,generation-iii,emerald,front_default,pokemon/kyogre/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/382.png
383,groudon,groudon,generation-iii,emerald,front_default,pokemon/groudon/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/383.png
384,rayquaza,rayquaza,generation-iii,emerald,front_default,pokemon/rayquaza/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/384.png
385,jirachi,jirachi,generation-iii,emerald,front_default,pokemon/jirachi/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/385.png
386,deoxys-normal,deoxys_normal,generation-iii,emerald,front_default,pokemon/deoxys_normal/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/386.png
10003,deoxys-speed,deoxys_speed,generation-iii,emerald,front_default,pokemon/deoxys_speed/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/386-speed.png
10013,castform-sunny,castform_sunny,generation-iii,emerald,front_default,pokemon/castform_sunny/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/351-sunny.png
10014,castform-rainy,castform_rainy,generation-iii,emerald,front_default,pokemon/castform_rainy/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/351-rainy.png
10015,castform-snowy,castform_snowy,generation-iii,emerald,front_default,pokemon/castform_snowy/images/geniii_emerald_front_default.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-iii/emerald/351-snowy.png
